(0) [0.9972631098286856, 0.069658092896948937, 0.022777267700816332, 0.0083464595471544299, 0.0038077586829750117, -0.002327350661767944, 0.0014069216711883031, -0.0011745772890914554, -0.001054350081900714, -0.00080415767789352691, -0.00054251085253445076, 0.00037824603777912726, -0.00024651157861540281, 0.00016399251386010392, 0.00010338309318924574, -6.2039351609300954e-05]
(1) [0.046112964466356529, -0.44266329668258175, -0.47679823530109916, -0.27735798101190179, -0.19570360319356256, 0.1557677568265225, -0.11974730963801594, 0.1172730476699885, 0.13883504233231461, 0.15804673268605918, 0.16122030225123074, -0.18058159127098625, 0.19047339600861329, -0.21692510117827027, -0.25498064214638949, 0.39470943183840518]
(2) [0.024574102842278765, -0.22862764489645976, -0.28134124618881684, -0.14313985486896869, -0.11259322237744715, 0.085741910194146551, -0.072679726115580962, 0.074065960664505437, 0.083906858514420993, 0.080958024260956107, 0.079211639464704331, -0.065519866904614518, 0.044754998702146657, 0.011337414974168569, 0.14970611614140766, -0.87634537319026684]
(3) [-0.016767362093792062, 0.15182719081254248, 0.21030798573066484, 0.11197361156092538, 0.086792062918822285, -0.059422752290888059, 0.050601992249223765, -0.046059785814065737, -0.044913211244889034, -0.022923652112298999, 0.020010561432342377, -0.098460248113452428, 0.22926859469934613, -0.44989211969547932, -0.75057792492431907, -0.27052184260212564]
(4) [-0.014950065038880942, 0.14991660089399508, 0.17361543944728636, 0.08764108777232657, 0.050748434430164045, -0.032402705817139582, 0.010446447528197265, -0.0011105111585508823, 0.031593747247421554, 0.099625177099896239, 0.20204277592030784, -0.36691938668404916, 0.50355041018096336, -0.43866912107224154, 0.54838965341711288, 0.051412460112340783]
(5) [0.014438453063352336, -0.16025667808202229, -0.15434751747124406, -0.070398394572685416, -0.015861279610443781, -0.013887389068879558, 0.05275114150235511, -0.079441603491753568, -0.15738891321332335, -0.28097086757383549, -0.40731714660615415, 0.44074236071418854, -0.12786063994532301, -0.64017795282907919, 0.21383345033959791, 0.0037766571695396073]
(6) [-0.015380197857515182, 0.19467375717899182, 0.13553872579855419, 0.031989318938212497, -0.054326965709486905, 0.10969731350863596, -0.14048208192297362, 0.19687134318518443, 0.30808362122969973, 0.40474989243267889, 0.31252030346914783, 0.10836611476610315, -0.60475227196646597, -0.36517345368612253, 0.041769833894334016, 0.00460710384696221]
(7) [-0.017177256780863948, 0.25042464958049965, 0.091719217173367354, -0.038758641593828573, -0.16506947767801633, 0.22220927606331778, -0.24468302770426006, 0.28002823764287871, 0.32564192604193648, 0.18292843525762653, -0.25476502919918043, 0.51300708656953309, 0.48045293488684743, 0.11475735108328014, -0.023028701673390488, 0.0067628482292933986]
(8) [-0.018763298592402895, 0.30518413137598499, 0.041727904238372943, -0.16760992824157905, -0.29580628675737691, 0.30180304823997217, -0.24886774924353258, 0.19168996753688444, 0.035913622475079447, -0.35223694027765179, -0.40015117794220256, -0.52348382817559613, -0.19622969239016416, -0.035994309410271819, -0.0095404989110257563, -3.8919111900459491e-05]
(9) [0.019082853159622538, -0.34562807116040295, 0.060410520141404966, 0.3001136518983919, 0.31794752862517672, -0.21283213948861779, 0.024556748137411294, 0.14180103898860655, 0.39217989034092088, 0.27496860729196532, -0.56500677435045377, -0.25831279455911321, -0.062873736465807128, -0.00033138162356550344, 0.0060310545284663064, -0.00042496796386994051]
(10) [-0.017484719696523477, 0.34812332117342593, -0.18272184172349187, -0.35659352925165511, -0.16407223093709319, -0.11269333607481942, 0.3128745003248396, -0.36144795546634279, -0.12987065919338175, 0.56691319149912001, -0.3211816299737037, -0.090413356131280917, -0.011590264630091135, -0.0020066809696814777, -0.0071371226371389138, -0.0050189763799721038]
(11) [-0.015195389644058435, 0.32927813317605137, -0.31464303950652023, -0.26331650924571903, 0.18444586603642385, -0.44191952167299525, 0.23159112103868623, 0.12439010876791405, 0.52812683622186263, -0.3620644299349835, 0.11845574114173366, 0.015379511761231531, 0.007918600826919503, -0.0098547813073098234, -0.0099193964295559781, 0.0073200563546705552]
(12) [-0.012089601241202917, 0.28042514575824062, -0.41354351842102555, 0.05445302254571166, 0.47825547660399348, -0.11350050784165294, -0.38999230505668231, 0.34980237461287134, -0.45285809277645561, 0.15601734880457771, -0.035269183969423773, -0.016906185271318337, -3.1205040858895555e-05, -0.010352356475173279, -0.0071233138857226923, 0.0075051173972464427]
(13) [-0.008315765708911833, 0.20098874803938888, -0.40538376520666064, 0.42245055279105959, 0.21339754545016026, 0.48627798563738484, -0.034618285088182939, -0.51050858385881115, 0.26007400130728475, -0.06973579113319478, 0.014970544954213365, -0.0078604942023928932, 0.0021869197352482623, -0.005104283112092222, -0.0056503688770822534, 0.0078382830518953783]
(14) [-0.0045298872775873193, 0.11101002191738593, -0.2843913240632398, 0.53980969562912506, -0.41971344844500214, -0.0151001147585372, 0.4923343407722266, 0.42075444248423077, -0.13751346895802022, 0.020214750059940511, 0.0022435587845580033, -0.0078910873602878497, 0.0038540037363168677, -0.0046885931302773232, -0.0073286237302840843, 0.0095962573759388638]
(15) [-0.001615261078001533, 0.039233601789494046, -0.11833354830501742, 0.29552226013615707, -0.45660816077861832, -0.55519643696655441, -0.53438775253064308, -0.30359005695760327, 0.04929964466783103, -0.0035848133514664753, 0.0037448099615700089, 0.0042336250569212927, -0.0022715562217560372, -0.0089808554375158198, -0.0078496870706279767, 0.0052825496209534407]
